"","ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RUFY3","ENSG00000018189",3200.99987521962,-1.67861069247848,0.254061525106809,-6.60710119659565,3.91918153113993e-11,3.19891332758648e-10
"AGPS","ENSG00000018510",1982.32495455875,-1.05311570371631,0.243199164014327,-4.33026144655984,1.48932410277552e-05,5.25084980282767e-05
"MNAT1","ENSG00000020426",403.054655277835,-1.06944275408889,0.196852364240288,-5.43271218576456,5.55038927908109e-08,2.88895751681989e-07
"CYP3A43","ENSG00000021461",6.51634961802906,-1.17892321938353,0.404857783512943,-2.91068038896494,0.00360642719373194,0.00809387149659318
"OSBPL5","ENSG00000021762",1307.46511863151,-1.96852346972755,0.266505040176852,-7.38639219163551,1.50866365645372e-13,1.68732423388679e-12
"CPS1","ENSG00000021826",65.9681087957217,-2.49534930044067,0.446168927263233,-5.5913168436202,2.25353925753818e-08,1.24794540994512e-07
"C8B","ENSG00000021852",4.55822664778639,-3.26530278760496,0.801822132029471,-4.03524261866752,5.45459041336631e-05,0.000174345622699817
"BIRC3","ENSG00000023445",956.737837645585,-1.99606135287728,0.389565577771614,-5.12384100661769,2.99373453435793e-07,1.38840734711081e-06
"AGPAT4","ENSG00000026652",681.484472386748,-1.35987392041699,0.331923567549765,-4.09696156014331,4.18608381138653e-05,0.000136579008141196
"IKZF2","ENSG00000030419",4139.5415984761,-3.15282926887827,0.402687094810208,-7.82954740395487,4.89629357061784e-15,6.57504422468599e-14
"IFT88","ENSG00000032742",379.591047815612,-1.41899796637637,0.16674253317417,-8.51006186842892,1.73840571215165e-17,3.15642339558074e-16
"FUT8","ENSG00000033170",1602.23511630976,-1.0663812622524,0.246375703507073,-4.32826488308044,1.5028865498165e-05,5.2973880470452e-05
"SLC4A7","ENSG00000033867",2320.48359715503,-1.74767972841046,0.30288775259157,-5.77004460442707,7.92505527600107e-09,4.68297480855931e-08
"APBA2","ENSG00000034053",515.432076105877,-1.94280065076595,0.489278224328904,-3.97079143534332,7.16342695924005e-05,0.000224335643791405
"ASTE1","ENSG00000034533",368.562723793596,-2.22963268327351,0.190719688932484,-11.6902643205785,1.42941054950551e-31,1.04420822992293e-29
"ADSS2","ENSG00000035687",1048.67458813292,-1.22385454965834,0.169803324741875,-7.2074654699521,5.70028881777542e-13,5.93466411334713e-12
"SLC18A1","ENSG00000036565",14.3623064820404,-3.20035058869812,0.552553530620673,-5.77708579343776,7.60055357628343e-09,4.50371588214248e-08
"MFAP3","ENSG00000037749",278.771691426912,-1.52119681259687,0.220814751898689,-6.88906209825519,5.61614214606265e-12,5.13691833063589e-11
"MTREX","ENSG00000039123",1688.4102809566,-1.61047838365468,0.143460005030048,-11.2259593105344,3.04068463272034e-29,1.80591122136538e-27
"STAU2","ENSG00000040341",1121.94117195518,-1.56848810202467,0.220919658747297,-7.09977620008693,1.24959075994196e-12,1.24337826558493e-11
"INPP4A","ENSG00000040933",2101.72720704725,-1.38471798566188,0.191007023293159,-7.24955082461069,4.1815603139394e-13,4.41856244262964e-12
"RAB27B","ENSG00000041353",162.942459212848,-3.52394802738145,0.453215871106512,-7.77388581549641,7.61143555930374e-15,9.96168504030583e-14
"MED17","ENSG00000042429",1317.04125897321,-1.59381828251348,0.239027283916453,-6.66790837548978,2.59474679847002e-11,2.16505514798667e-10
"RETSAT","ENSG00000042445",619.993129280802,-1.073288154453,0.168857222166727,-6.35615427605426,2.06867270288332e-10,1.5386389485844e-09
"USH2A","ENSG00000042781",14.611991127235,-1.87708027348357,0.535965777442739,-3.50097026454154,0.000463567564376649,0.00124746008805212
"TRIT1","ENSG00000043514",600.28115055045,-1.07305623617424,0.185707683002329,-5.77817795851447,7.55139147234425e-09,4.47640031950664e-08
"CNTLN","ENSG00000044459",768.997549259707,-1.0585453702571,0.212260431353233,-4.98699972204084,6.13241535314507e-07,2.70657433635789e-06
"YTHDC2","ENSG00000047188",1793.68681689517,-1.09640628412966,0.237160477155477,-4.6230491503612,3.78140079366913e-06,1.47294909247999e-05
"POLR2B","ENSG00000047315",3725.19677530929,-1.05594216128501,0.156595225214925,-6.74313099891236,1.55009329525292e-11,1.33665432272734e-10
"TPR","ENSG00000047410",6593.79205555376,-1.448026372401,0.194801134903856,-7.43335312810175,1.0587874349684e-13,1.2053951184961e-12
"CC2D2A","ENSG00000048342",248.09492377516,-1.53406141418387,0.292692791310836,-5.24112860880309,1.59597427986797e-07,7.76480726616641e-07
"VPS13D","ENSG00000048707",4033.25848719472,-1.05079854754834,0.189755171792691,-5.53765249921863,3.06552737354433e-08,1.66149536675926e-07
"ADAMTS6","ENSG00000049192",443.739126888969,-2.2613970108457,0.379222014172041,-5.96305545674251,2.47564352889152e-09,1.57511876200964e-08
"H6PD","ENSG00000049239",3334.73641440077,-1.04225775342204,0.216132934622445,-4.82229759016073,1.41914008192244e-06,5.89875096545686e-06
"NEXMIF","ENSG00000050030",27.2499191190282,-3.40233694252178,0.493278245158549,-6.88402371891691,5.81851801818277e-12,5.31315548447852e-11
"DKK3","ENSG00000050165",35.6440127988404,-2.73470874247373,0.371320590700401,-7.36089731860482,1.82678048718483e-13,2.02144952117642e-12
"NFE2L3","ENSG00000050344",817.180670578399,-2.84198063584198,0.33922892146035,-8.37751462678327,5.4057049164879e-17,9.23013058802419e-16
"LIMA1","ENSG00000050405",350.672665407085,-1.93458491920677,0.276876793363097,-6.98708398358143,2.80658254545733e-12,2.67366484568442e-11
"SLC4A8","ENSG00000050438",1257.8998428152,-3.69686872251242,0.348689411942112,-10.6017644552451,2.92410529772774e-26,1.29461070004752e-24
"PTGER3","ENSG00000050628",45.4205909314155,-2.71561415823141,0.467938400887723,-5.80101178078968,6.59159685618932e-09,3.93726194880941e-08
"TNIP3","ENSG00000050730",9.11089988694098,-1.69306080920637,0.509038796968271,-3.32399246546983,0.000887385933493913,0.00225884272321109
"POLQ","ENSG00000051341",1077.98618324624,-1.61336591782101,0.252586958344491,-6.38733904204517,1.68797123470193e-10,1.269047464635e-09
"MPHOSPH9","ENSG00000051825",3460.0347465934,-1.59677379691901,0.161581620568982,-9.88213910456092,4.97591851461793e-23,1.63126016764561e-21
"PLEKHA5","ENSG00000052126",1070.04566049106,-1.54871469157145,0.352134956990012,-4.39806209310125,1.09221734553627e-05,3.93271818550893e-05
"MSMO1","ENSG00000052802",623.210927862157,-1.67383684848951,0.210394346580412,-7.95568441991955,1.78143947839586e-15,2.53349363327608e-14
"ALX4","ENSG00000052850",34.7651133668491,-2.43039551267506,0.438786234425765,-5.53570740354786,3.09974677536893e-08,1.67872506510045e-07
"METTL24","ENSG00000053328",10.271973837924,-1.89679373127917,0.35775257229386,-5.29839111848298,1.16827508566285e-07,5.80377029124883e-07
"MCF2L2","ENSG00000053524",225.051215298382,-1.41094886411947,0.388760640939522,-3.62945705554342,0.000284017974670552,0.000799075155516076
"AP5M1","ENSG00000053770",1485.35043798196,-1.22029651977689,0.170170932999878,-7.17099787912966,7.44530577919909e-13,7.62465414972139e-12
"SYNE2","ENSG00000054654",7550.64698282498,-3.37801848110194,0.284378981203656,-11.878527549785,1.53039377763309e-32,1.20212705497197e-30
"ATP9A","ENSG00000054793",1028.85807471782,-1.3259746933544,0.484260048398987,-2.73816997717617,0.0061782134515068,0.0131646705781718
"CHRDL2","ENSG00000054938",2.59427429969813,-1.05834296212545,0.434403344203602,-2.43475853456971,0.014901730192557,0.0289366354806825
"PHF21B","ENSG00000056487",37.6720784515498,-3.26548838429168,0.60877934010255,-5.35992945622421,8.32544552027395e-08,4.22401438359912e-07
"GYG2","ENSG00000056998",80.8511361900226,-2.72094774509762,0.510994111441829,-5.3232114931905,1.01951094398358e-07,5.11108134344556e-07
"MSH4","ENSG00000057468",28.0087559864639,-1.41670121938883,0.380591629816144,-3.72166449388111,0.000197913873872943,0.000572894135895189
"MTA3","ENSG00000057935",1564.52671105657,-1.65929700170066,0.257392278919977,-6.44655468962584,1.144213398855e-10,8.80168787034287e-10
"CROCC","ENSG00000058453",912.467505211484,-1.77885354252226,0.220523024464785,-5.676087136476,1.37810599269029e-08,7.85893361509341e-08
"ZC3H11A","ENSG00000058673",113.342888125767,-1.8567966533849,0.302980296479922,-6.1283286702205,8.88069885496214e-10,6.03020776935469e-09
"TBXAS1","ENSG00000059377",969.213856265896,-1.09460259745519,0.352454693482877,-3.10567889226424,0.00189842748656891,0.00451957933647287
"RPS17P5","ENSG00000060303",48.9547358451075,-2.50740057751949,0.369768471014116,-6.78114162693412,1.19229921620178e-11,1.04331537123858e-10
"PTPRU","ENSG00000060656",131.894519707749,-3.34519409793928,0.528161157335375,-6.33197231480023,2.42046925756857e-10,1.78305189963846e-09
"QSER1","ENSG00000060749",1824.37288861938,-1.11310678293038,0.19545108889761,-5.69505675045739,1.23330891521945e-08,7.07276763875231e-08
"LZTS1","ENSG00000061337",351.021823587657,-2.96189739877369,0.54257047771353,-5.4590945411036,4.78568894076549e-08,2.51542789258535e-07
"WNT8A","ENSG00000061492",8.71865941659908,-1.29420412328725,0.455314078967391,-2.84168570176275,0.0044875708200804,0.00985839598110184
"NCKAP1","ENSG00000061676",224.517683857988,-2.34728865233263,0.525913019616098,-4.46349502662528,8.06334708495953e-06,2.96795907021214e-05
"GUCY1B1","ENSG00000061918",592.562187590538,-2.29754356180106,0.387681400901417,-5.92627681275248,3.09880060573652e-09,1.94366813609098e-08
"MON2","ENSG00000061987",2419.1934578136,-1.12163447933075,0.208552086524014,-5.37819441444938,7.523654902936e-08,3.84167425501617e-07
"WAPL","ENSG00000062650",3211.23387942011,-1.15016922335874,0.222309677672493,-5.17372504664757,2.29472433931696e-07,1.0872344883429e-06
"AHRR","ENSG00000063438",18.0094272791051,-1.40971999730912,0.477838534560297,-2.94962550546197,0.00318159320494193,0.00721691309661075
"GPC1","ENSG00000063660",145.657048813108,-1.36996282809624,0.321682007988875,-4.25855202048462,2.05755341390306e-05,7.07830026566087e-05
"CASP8","ENSG00000064012",3559.80362364792,-1.19433996700518,0.220451937737536,-5.41769490862231,6.03723200670686e-08,3.12196691937197e-07
"TM7SF3","ENSG00000064115",2801.09556142076,-1.27620914831788,0.221150085805092,-5.77077366685499,7.89084012739716e-09,4.66500423015842e-08
"CDON","ENSG00000064309",116.58610648318,-1.51198254390048,0.378720057654182,-3.99209608019461,6.54918256334996e-05,0.000206471424105727
"TNPO3","ENSG00000064419",2174.17615811269,-1.11439727213241,0.113707968347072,-9.80051124562597,1.12017236988331e-22,3.56559732348259e-21
"BORCS8-MEF2B","ENSG00000064489",1.78980979938476,-1.7892298677205,0.562825541792482,-3.17978674487284,0.00147383471722695,0.00358269921195576
"POU1F1","ENSG00000064835",2.59734899550602,-2.63629653989531,0.610180883299614,-2.24674137287399,0.0246565605022122,0.045227943225464
"CHI3L2","ENSG00000064886",4963.37369524028,-5.424138228436,0.49791275707484,-10.8954225623987,1.2120262788663e-27,6.09923350505038e-26
"WDR3","ENSG00000065183",466.59640381587,-1.21984069271996,0.220812639214249,-5.52426946248996,3.30859349636467e-08,1.78506845813835e-07
"NTN1","ENSG00000065320",168.383953523606,-1.71628821280007,0.34634663012281,-4.955273442095,7.2228639366206e-07,3.15355462900705e-06
"ANKRD44","ENSG00000065413",1826.53014035172,-1.31808497702953,0.287495581203319,-4.58471210458882,4.54612391192026e-06,1.74430359730855e-05
"COL17A1","ENSG00000065618",75.3728783543472,-2.69477390022473,0.409542680207672,-6.57959262352323,4.71738966162632e-11,3.81701876054538e-10
"PRKCQ","ENSG00000065675",1801.71375916527,-3.13589388462505,0.245893339536903,-12.752825486169,3.00647504042245e-37,3.46781072359886e-35
"KDM4A","ENSG00000066135",524.792369818363,-1.31994699491031,0.165081213087486,-7.99570758310954,1.28831818189103e-15,1.8624100999494e-14
"NGEF","ENSG00000066248",7.06779058419074,-1.53016182470446,0.450852661473251,-3.39258104947808,0.000692374453716228,0.0018012502778274
"ASPM","ENSG00000066279",2804.88088197013,-2.34291821105197,0.279466697025277,-8.38350506331264,5.1374465959421e-17,8.81328460848291e-16
"CD84","ENSG00000066294",1629.76022704503,-1.79547016886345,0.344868166574909,-5.20624621085157,1.92698933379488e-07,9.24292728053879e-07
"FGFR2","ENSG00000066468",5.69915368741779,-1.80823536605736,0.531823800242904,4.23633612370187,2.27196598123776e-05,7.7429858427519e-05
"TRMT11","ENSG00000066651",532.095738936656,-1.17302324661153,0.222821708541201,-5.26436889518741,1.40671741457691e-07,6.89684910495756e-07
"ARFGEF1","ENSG00000066777",4283.86486377141,-1.38506406470253,0.238820589104013,-5.79959845796528,6.64739000090087e-09,3.96896541519529e-08
"MTFR1","ENSG00000066855",481.788822703027,-1.02309726797517,0.197400310771123,-5.18284884963723,2.18522125816598e-07,1.03917145455867e-06
"MYO9A","ENSG00000066933",2084.50206943242,-1.40540923341588,0.243118618809211,-5.78073923323968,7.43730946135364e-09,4.41414639134179e-08
"PHKA1","ENSG00000067177",116.621817795688,-3.66378922459914,0.39920288690845,-9.17259943966793,4.6174756217533e-20,1.12438096653927e-18
"TP53BP1","ENSG00000067369",2749.7207381087,-1.49091151928964,0.212114229797846,-7.02880332033066,2.08312365846261e-12,2.01869098107616e-11
"TRO","ENSG00000067445",717.927617514803,-1.71520166277808,0.41739746333239,-4.10923596052452,3.96970305385194e-05,0.000129915668299398
"PMS2P4","ENSG00000067601",145.926117885434,-1.1795250471602,0.1552437394744,-7.59790822917548,3.00955622618155e-14,3.68571832773858e-13
"PDZD4","ENSG00000067840",139.763749682862,-2.94529085074512,0.501942036832183,-5.86735654604788,4.42797820886778e-09,2.71482323224064e-08
"HDAC4","ENSG00000068024",2803.46866373329,-2.34519201076915,0.259565652802117,-9.03502836141969,1.63959908060666e-19,3.74688567789731e-18
"FGFR3","ENSG00000068078",107.080458660582,-1.26472625642099,0.327338623686249,-3.86374249163591,0.000111662935906093,0.000337625347636123
"HEATR6","ENSG00000068097",501.642740443841,-1.16289580049056,0.167570181776717,-6.93975129889297,3.92790817563961e-12,3.66853064663242e-11
"SRBD1","ENSG00000068784",978.053052999942,-1.50862348877601,0.205287930665748,-7.34881123447625,1.99977363529364e-13,2.2017603167183e-12
"MAST4","ENSG00000069020",1500.69260333869,-1.77060776337249,0.363140504057282,-4.87581462785272,1.0836033205144e-06,4.59870421586625e-06
"RORA","ENSG00000069667",768.344580650026,-1.21704289848437,0.39754794400931,-3.06140159510538,0.00220303393624306,0.00517615547893163
"NEDD4","ENSG00000069869",989.638666299844,-1.68368784475809,0.261348953067948,-6.44224266654299,1.17720856277457e-10,9.03963358706591e-10
"ELP1","ENSG00000070061",1978.15247129045,-1.42614963530328,0.148721775873674,-9.58935503549381,8.86373451804986e-22,2.56439833439369e-20
"NUCB2","ENSG00000070081",8168.05406240509,-1.84812936276786,0.199228561157985,-9.27642099282325,1.75266995988893e-20,4.4508271733425e-19
"PTPN3","ENSG00000070159",420.914188238367,-3.8902604994179,0.516440860301612,-7.5323577687576,4.98321942730947e-14,5.92243738390459e-13
"OSBPL3","ENSG00000070882",1063.57633908288,-1.37332015043453,0.292764140011128,-4.69085578038931,2.7206469762869e-06,1.08368482022566e-05
"SNX13","ENSG00000071189",1491.6036983289,-1.05058283107299,0.257301352888551,-4.08308212409728,4.44423085053621e-05,0.000144395300688541
"ARHGAP10","ENSG00000071205",497.777878102524,-1.69762281994369,0.344413099272365,-4.92899102229289,8.2655372180096e-07,3.57778749558146e-06
"HLTF","ENSG00000071794",1083.49210483541,-2.39285786648005,0.212323696474498,-11.2697366478317,1.85122766915447e-29,1.11678791430062e-27
"SLC6A15","ENSG00000072041",15.1417923798628,-2.16387193291868,0.958313682441341,-2.27128267143812,0.0231298715526666,0.0427117205942421
"RPS6KA6","ENSG00000072133",40.7831825479481,-3.11356863220774,0.703056303110312,-4.42879917289325,9.47592063019367e-06,3.44994664957238e-05
"TRPC5","ENSG00000072315",17.977840759731,-3.00229805236445,0.393487955872345,-7.61756948112317,2.58496773932757e-14,3.18800565510599e-13
"TRNT1","ENSG00000072756",670.404192841779,-1.28652992585186,0.158443139832917,-8.1198007802051,4.6694954349393e-16,7.14625189974945e-15
"ACAP1","ENSG00000072818",4490.03942117084,-1.22723742198068,0.186615243927402,-6.57629523455283,4.82314429030707e-11,3.89755231173394e-10
"PVR","ENSG00000073008",131.849784509232,-1.23554056254899,0.494284243281128,-2.499580184432,0.0124340556838709,0.0246259588215509
"SMARCE1","ENSG00000073584",862.098701834381,-1.41804549966899,0.237275935262728,-5.97633022032147,2.28220161973921e-09,1.45818045473454e-08
"PPP2R3A","ENSG00000073711",213.000922777857,-2.79695955958849,0.349220115981622,-8.0084871433905,1.16128099243432e-15,1.68822909384374e-14
"ABCB11","ENSG00000073734",4.65037759004684,-1.56646168609779,0.426676013113652,2.32939551899593,0.0198381222427892,0.0372770614774797
"NOTCH3","ENSG00000074181",3998.01590419939,-2.57257662986149,0.53289311494526,-4.82792977840242,1.37959720146415e-06,5.74637697779863e-06
"NTN4","ENSG00000074527",13.0274552402902,-2.55164732472384,0.458118138859451,-5.56278187390065,2.65507679604606e-08,1.45286730396373e-07
"TXK","ENSG00000074966",385.923213869948,-2.43318033594219,0.371843669739741,-6.5433370143099,6.01610453123662e-11,4.79876028587138e-10
"SEMA3C","ENSG00000075223",11.1549132896866,-2.78969897598673,0.409571031890595,-2.55471896059969,0.0106273565049149,0.0213957862738012
"WNT8B","ENSG00000075290",38.3869737425068,-3.03507056051342,0.415804249137626,-7.29339469832914,3.02240964921863e-13,3.25812192166507e-12
"ZNF638","ENSG00000075292",3963.61297172087,-1.50724258565066,0.242934003996179,-6.20432296855638,5.49328705893851e-10,3.84074437837508e-09
"FRYL","ENSG00000075539",4793.92866520647,-1.23698491559985,0.253063255132468,-4.88804696761822,1.01841237126042e-06,4.33926632105719e-06
"ATP12A","ENSG00000075673",4.54170724539999,-1.8011744183733,0.532059998842058,-3.37964046985216,0.000725807071099819,0.00188085772551084
"SEC31B","ENSG00000075826",1972.7956309016,-1.17543079724631,0.31387701926371,-3.74487509725975,0.000180483543033342,0.000526367301530002
"ARHGAP15","ENSG00000075884",2739.02310462872,-1.30049003648377,0.135768777798156,-9.578710996796,9.82636065002976e-22,2.83168450789911e-20
"KIFAP3","ENSG00000075945",842.390006876159,-1.60272536722281,0.147362124934009,-10.8760735173282,1.49880939814137e-27,7.47375594197205e-26
"FMO4","ENSG00000076258",32.6966036321718,-1.24512659043603,0.369893326894571,-3.36554667616213,0.00076392141225093,0.0019722824657107
"ICAM3","ENSG00000076662",538.03455927713,-1.27915303900815,0.304831028853847,-4.19629803247381,2.71313180348163e-05,9.1339721860147e-05
"RARB","ENSG00000077092",77.5619208796337,-1.69845741958312,0.362725950779536,-4.68195735051272,2.84148608235142e-06,1.12843323797721e-05
"DCX","ENSG00000077279",3.57158986250568,-2.08384383960998,0.713645736709771,-2.90945424536755,0.00362060379002251,0.00812236076980635
"NAALAD2","ENSG00000077616",130.93823155864,-1.41845231712585,0.350615293458873,-4.04543868097253,5.22252348722629e-05,0.000167518857060337
"AMPH","ENSG00000078053",44.7946008877768,-1.29555179915786,0.379985436743746,-3.40941174354327,0.000651031390743798,0.00170228222201822
"NEBL","ENSG00000078114",20.5121890476359,-4.59121894273438,0.569252542593825,-5.17856838012615,2.23595117699053e-07,1.06145322255683e-06
"N4BP2","ENSG00000078177",5033.71622776222,-2.00101736289581,0.214081262675481,-9.34698337494584,9.0183118415191e-21,2.36412455936378e-19
"HOXA9","ENSG00000078399",222.686163213064,-3.36561730060395,0.63494400185722,-5.30288506386349,1.13986693689038e-07,5.67357571097459e-07
"ITM2A","ENSG00000078596",4889.96917785316,-3.15105983328776,0.387010690861352,-8.14214225305503,3.88344595817991e-16,5.99138753231198e-15
"PCM1","ENSG00000078674",9131.20396755413,-1.75405419634837,0.207493015183688,-8.45355529286363,2.82564030404521e-17,5.01013916531577e-16
"TNRC6C","ENSG00000078687",3417.7447024859,-1.76247668861974,0.240932563962626,-7.3152136696693,2.56972165901248e-13,2.79141189680734e-12
"PKD2L2","ENSG00000078795",156.854392251045,-1.29637450528382,0.331096721350196,-3.91534942342015,9.02733709117432e-05,0.000277454043926276
"TP73","ENSG00000078900",407.189062380371,-2.10283301432358,0.729662753177587,-2.88332968842672,0.00393495365102891,0.00876030848629866
"CLUL1","ENSG00000079101",8.29862717473946,-1.40059670443117,0.462020873226318,-3.0327639716155,0.00242325053764767,0.00564275499097456
"THOC1","ENSG00000079134",2253.12658627776,-1.13406658927319,0.253203737576569,-4.47886514912147,7.50409184271979e-06,2.77703351535166e-05
"CARMIL1","ENSG00000079691",177.555071384141,-2.66778769691679,0.368483673497159,-7.23928314870693,4.51062454051293e-13,4.74226875114469e-12
"CRYBG3","ENSG00000080200",177.405979383765,-3.2234681105244,0.426426190887372,-7.55806330638399,4.09114932255109e-14,4.91285386182841e-13
"RFX3","ENSG00000080298",1131.38796233061,-1.14952265590872,0.188578702079343,-6.09571202897773,1.08951394258839e-09,7.3142113061099e-09
"RIF1","ENSG00000080345",4885.96497907926,-1.37931983451281,0.232889217838041,-5.92264010281145,3.1681369125476e-09,1.98403499091119e-08
"SLC4A4","ENSG00000080493",465.466952113237,-5.12566319714271,0.414737490172355,-12.3540587237661,4.63145319259735e-35,4.44203993183227e-33
"PUM3","ENSG00000080608",873.497652320804,-1.12467093281738,0.179303600459025,-6.27242240248847,3.55473627345021e-10,2.55548049207145e-09
"CPB2","ENSG00000080618",32.3420941787845,-1.83512806966814,0.367771641737678,-4.98884778700167,6.07404809230434e-07,2.6829749262702e-06
